Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
06/02/2015,Completed,06/11/2015,15-02431478,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,2617 W ATTRILL ST,60647,1158226.69010032,1914307.24010041,1,14,22,41.92060626857671,-87.69406797845399,"(41.920606268577, -87.694067978454)"
06/02/2015,Completed,06/17/2015,15-02419080,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",4929 S DORCHESTER AVE,60615,1186392.49642106,1872594.36409243,4,2,39,41.80552154249435,-87.59190603647724,"(41.805521542494, -87.591906036477)"
06/02/2015,Completed,06/08/2015,15-02409284,Rodent Baiting/Rat Complaint,2,11,2,Dispatch Crew,Inspected and baited,2738 N DAYTON ST,60614,1170138.69142947,1918396.50001896,43,19,7,41.93157538711473,-87.65018135459322,"(41.931575387115, -87.650181354593)"
06/02/2015,Completed,06/05/2015,15-02425217,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,"Area inspected, no cause and no baiting",6200 S KEATING AVE,60629,1145771.32307714,1863077.332991,13,8,64,41.78027026516564,-87.74112999816768,"(41.780270265166, -87.741129998168)"
06/02/2015,Completed,06/05/2015,15-02414639,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,8017 S RIDGELAND AVE,60617,1189369.50692874,1852284.66987671,8,4,46,41.74971916467337,-87.58163883284548,"(41.749719164673, -87.581638832845)"
06/02/2015,Completed,06/09/2015,15-02421307,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,6503 N OLIPHANT AVE,60631,1123630.40001993,1942425.08997795,41,16,9,41.99840229225176,-87.8205659305923,"(41.998402292252, -87.820565930592)"
06/02/2015,Completed,06/11/2015,15-02418376,Rodent Baiting/Rat Complaint,3,1,3,Dispatch Crew,Inspected and baited,2200 S CENTRAL PARK AVE,60623,1152711.40462645,1889142.73980331,22,10,30,41.85166332877059,-87.71499858324201,"(41.851663328771, -87.714998583242)"
06/02/2015,Completed,06/09/2015,15-02423181,Rodent Baiting/Rat Complaint,1,3,3,Dispatch Crew,Inspected and baited,3140 N MONITOR AVE,60634,1136831.66817613,1920279.93611142,30,25,19,41.93740675080456,-87.77253508828124,"(41.937406750805, -87.772535088281)"
06/02/2015,Completed,06/19/2015,15-02422128,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,3027 W EASTWOOD AVE,60625,1155359.29178326,1930689.43700076,33,17,14,41.965618333711504,-87.70416161054959,"(41.965618333712, -87.70416161055)"
06/02/2015,Completed,06/17/2015,15-02417059,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",2527 W LELAND AVE,60625,1158544.97000386,1931127.13842715,47,19,4,41.96675461998414,-87.69243648199202,"(41.966754619984, -87.692436481992)"
06/02/2015,Completed,06/12/2015,15-02417553,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,4517 N MONITOR AVE,60630,1136530.02348669,1929450.55020644,38,16,15,41.962577252099415,-87.77342351929742,"(41.962577252099, -87.773423519297)"
06/02/2015,Completed,06/04/2015,15-02419691,Rodent Baiting/Rat Complaint,4,4,5,Dispatch Crew,Inspected and baited,1404 N LUNA AVE,60651,1139081.60987743,1908793.45341531,37,25,25,41.90584588872854,-87.76454605235655,"(41.905845888729, -87.764546052357)"
06/02/2015,Completed,06/18/2015,15-02419893,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",4023 N MANGO AVE,60634,1137296.15007486,1926168.69597215,38,16,15,41.953557757595526,-87.77068594714049,"(41.953557757596, -87.77068594714)"
06/02/2015,Completed - Dup,06/12/2015,15-02425173,Rodent Baiting/Rat Complaint,,,,,,1231 N AVERS AVE,60651,1150487.358975,1907993.0339,26,25,23,41.90343428428186,-87.72266919838246,"(41.903434284282, -87.722669198382)"
06/02/2015,Completed,06/10/2015,15-02414622,Rodent Baiting/Rat Complaint,1,2,2,Dispatch Crew,Inspected and baited,5622 W GROVER ST,60630,1137810.46343275,1932017.70472115,45,16,11,41.96959870180849,-87.76865355690333,"(41.969598701808, -87.768653556903)"
06/02/2015,Completed,06/03/2015,15-02410617,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,8732 S PRINCETON AVE,60620,1175692.99998034,1846802.9500313,21,6,49,41.73499358612588,-87.63191864443495,"(41.734993586126, -87.631918644435)"
06/02/2015,Completed,06/12/2015,15-02425019,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,4122 N HERMITAGE AVE,60613,1164059.41277642,1927428.71521945,47,19,6,41.956491004649905,-87.67226562052339,"(41.95649100465, -87.672265620523)"
06/02/2015,Completed,06/10/2015,15-02422045,Rodent Baiting/Rat Complaint,4,0,4,Dispatch Crew,Inspected and baited,3654 W 64TH ST,60629,1153087.63347253,1861921.91918696,23,8,65,41.77695823309746,-87.71433737497532,"(41.776958233097, -87.714337374975)"
06/02/2015,Completed,06/08/2015,15-02422738,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,"Area inspected, no cause and no baiting",1650 W SUPERIOR ST,60622,1165592.91239389,1905088.78640445,1,12,24,41.895156346503136,-87.66726604099766,"(41.895156346503, -87.667266040998)"
06/02/2015,Completed,06/05/2015,15-02425211,Rodent Baiting/Rat Complaint,1,0,0,Dispatch Crew,Inspected and baited,5900 S KOLMAR AVE,60629,1147042.83946758,1865100.39507327,13,8,65,41.78579775321589,-87.73641685248272,"(41.785797753216, -87.736416852483)"
06/02/2015,Completed,06/10/2015,15-02416661,Rodent Baiting/Rat Complaint,1,3,3,Dispatch Crew,Inspected and baited,5218 W CARMEN AVE,60630,1140654.46809065,1933420.23849456,45,16,11,41.97339545811187,-87.75816132950057,"(41.973395458112, -87.758161329501)"
06/02/2015,Completed,06/11/2015,15-02418416,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,2200 S HAMLIN AVE,60623,1151383.77347814,1889112.83339305,22,10,30,41.85160739214543,-87.71987214461929,"(41.851607392145, -87.719872144619)"
06/02/2015,Completed,06/11/2015,15-02417006,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,2415 W NORTH AVE,60647,1159946.39531871,1910569.08491339,1,14,24,41.9103131411903,-87.68785279633293,"(41.91031314119, -87.687852796333)"
06/02/2015,Completed,06/11/2015,15-02420909,Rodent Baiting/Rat Complaint,9,1,9,Dispatch Crew,Inspected and baited,8641 S KOSTNER AVE,60652,1148600.09146852,1846874.56060806,18,8,70,41.735753136683684,-87.73117491439629,"(41.735753136684, -87.731174914396)"
06/02/2015,Completed,06/08/2015,15-02416891,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,810 W LAKESIDE PL,60640,1169987.75197869,1931759.842799,46,19,3,41.96824819429565,-87.65034469172373,"(41.968248194296, -87.650344691724)"
06/02/2015,Completed,06/12/2015,15-02411552,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,Inspected and baited,820 N LOCKWOOD AVE,60651,1140872.94652052,1904954.85381705,37,15,25,41.89527953818742,-87.75806029512334,"(41.895279538187, -87.758060295123)"
06/02/2015,Completed,06/11/2015,15-02418613,Rodent Baiting/Rat Complaint,3,5,3,Dispatch Crew,Inspected and baited,2200 S KOLIN AVE,60623,1147990.44427119,1889024.69022873,22,10,29,41.851431363359524,-87.73232888817634,"(41.85143136336, -87.732328888176)"
06/02/2015,Completed,06/05/2015,15-02431459,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,"Area inspected, no cause and no baiting",3726 N KENMORE AVE,60613,1168609.78993083,1924942.29292788,44,19,6,41.94957062552782,-87.65560960032478,"(41.949570625528, -87.655609600325)"
06/02/2015,Completed,06/11/2015,15-02418605,Rodent Baiting/Rat Complaint,5,8,5,Dispatch Crew,Inspected and baited,2200 S KEELER AVE,60623,1148732.26710926,1889047.0479978,22,10,29,41.851478436344856,-87.72960561803349,"(41.851478436345, -87.729605618033)"
06/02/2015,Completed,06/02/2015,15-02424958,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,213 E CULLERTON ST,60616,1178016.857107,1890742.64018721,3,1,33,41.855515985743274,-87.62207316052212,"(41.855515985743, -87.622073160522)"
06/02/2015,Completed,06/12/2015,15-02424419,Rodent Baiting/Rat Complaint,2,7,2,Dispatch Crew,Inspected and baited,1424 N LARAMIE AVE,60651,1141442.11147481,1908979.70981647,37,25,25,41.90631371987354,-87.75587036212342,"(41.906313719874, -87.755870362123)"
06/02/2015,Completed,06/11/2015,15-02418602,Rodent Baiting/Rat Complaint,4,6,4,Dispatch Crew,Inspected and baited,2200 S KEDVALE AVE,60623,1149173.00132372,1889056.9708995,22,10,29,41.85149715163292,-87.72798774526917,"(41.851497151633, -87.727987745269)"
06/02/2015,Completed,06/11/2015,15-02421733,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,712 E 47TH ST,60653,1181848.77656951,1874007.17309591,4,2,38,41.80950475435025,-87.60852669618846,"(41.80950475435, -87.608526696188)"
06/02/2015,Completed,06/05/2015,15-02410982,Rodent Baiting/Rat Complaint,3,2,0,Dispatch Crew,Inspected and baited,5107 S MOBILE AVE,60638,1135236.3098783,1870045.26202184,14,8,56,41.79958412541087,-87.77958933658414,"(41.799584125411, -87.779589336584)"
06/02/2015,Completed,06/11/2015,15-02418629,Rodent Baiting/Rat Complaint,5,4,5,Dispatch Crew,Inspected and baited,2201 S KENNETH AVE,60623,1147096.06643305,1888994.42852399,22,10,29,41.851365451646345,-87.73561227579535,"(41.851365451646, -87.735612275795)"
06/02/2015,Completed,06/11/2015,15-02422398,Rodent Baiting/Rat Complaint,1,10,2,Dispatch Crew,Inspected and baited,7711 S MAY ST,60620,1169988.927584,1853667.13479285,17,6,71,41.75395551358203,-87.65261702172394,"(41.753955513582, -87.652617021724)"
06/02/2015,Completed,06/11/2015,15-02421238,Rodent Baiting/Rat Complaint,1,0,2,Dispatch Crew,Inspected and baited,1111 S WABASH AVE,60605,1176941.81171968,1895671.89857156,4,1,32,41.869066558934065,-87.62586994868418,"(41.869066558934, -87.625869948684)"
06/02/2015,Completed,06/09/2015,15-02421187,Rodent Baiting/Rat Complaint,6,3,0,Dispatch Crew,Inspected and baited,3120 W SCHUBERT AVE,60647,1155016.82822344,1917783.78772375,32,14,22,41.93021124482923,-87.70576821861427,"(41.930211244829, -87.705768218614)"
06/02/2015,Completed - Dup,06/23/2015,15-02424682,Rodent Baiting/Rat Complaint,,,,,,1117 N CENTRAL PARK AVE,60651,1152168.21618574,1907261.8099016,27,11,23,41.901394735646406,-87.71651431469827,"(41.901394735646, -87.716514314698)"
06/02/2015,Completed,06/16/2015,15-02416724,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,1619 W BELMONT AVE,60657,1164960.14509948,1921313.02733239,32,19,6,41.93969014662923,-87.66912853063008,"(41.939690146629, -87.66912853063)"
06/02/2015,Completed,06/12/2015,15-02421468,Rodent Baiting/Rat Complaint,5,4,5,Dispatch Crew,Inspected and baited,7500 S SANGAMON ST,60620,1171275.83009739,1855033.02762653,17,6,71,41.75767566121582,-87.64786108227602,"(41.757675661216, -87.647861082276)"
06/02/2015,Completed,06/02/2015,15-02425206,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,4100 S DR MARTIN LUTHER KING JR DR,60653,1179534.24821195,1877897.62940551,3,2,38,41.820233737775624,-87.61689694201971,"(41.820233737776, -87.61689694202)"
06/02/2015,Completed,06/05/2015,15-02419506,Rodent Baiting/Rat Complaint,2,1,2,Dispatch Crew,Inspected and baited,7558 S PAXTON AVE,60649,1192181.23183391,1855279.67478973,8,4,43,41.75786983760147,-87.57123845661765,"(41.757869837601, -87.571238456618)"
06/02/2015,Completed,06/22/2015,15-02424701,Rodent Baiting/Rat Complaint,9,4,12,Dispatch Crew,Inspected and baited,1720 S UNION AVE,60616,1171806.13003256,1891799.35998365,11,12,31,41.85855462025779,-87.64483816590402,"(41.858554620258, -87.644838165904)"
06/02/2015,Completed,06/12/2015,15-02422636,Rodent Baiting/Rat Complaint,4,2,4,Dispatch Crew,Inspected and baited,1951 W WARNER AVE,60613,1162590.93136889,1927569.95028216,47,19,5,41.956909518394724,-87.6776601638678,"(41.956909518395, -87.677660163868)"
06/02/2015,Completed,06/05/2015,15-02410582,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,10924 S WENTWORTH AVE,60628,1176887.52048896,1832408.22700943,34,5,49,41.6954657058174,-87.62797447666607,"(41.695465705817, -87.627974476666)"
06/02/2015,Completed,06/11/2015,15-02423201,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,7256 S SACRAMENTO AVE,60629,1157628.48103115,1856360.12297111,18,8,66,41.76160493324349,-87.69784125348042,"(41.761604933243, -87.69784125348)"
06/02/2015,Completed,06/10/2015,15-02429291,Rodent Baiting/Rat Complaint,1,9,0,Dispatch Crew,Inspected and baited,8210 S HOUSTON AVE,60617,1197914.74739557,1851117.49450458,7,4,46,41.74630722271532,-87.55036506019168,"(41.746307222715, -87.550365060192)"
06/02/2015,Completed - Dup,06/19/2015,15-02414572,Rodent Baiting/Rat Complaint,,,,,,4614 N KASSON AVE,60630,1147457.52087185,1930259.98407571,39,17,14,41.9645954292689,-87.73322603642238,"(41.964595429269, -87.733226036422)"
06/02/2015,Completed,06/05/2015,15-02420183,Rodent Baiting/Rat Complaint,2,8,2,Dispatch Crew,Inspected and baited,1113 W GEORGE ST,60657,1168365.88518407,1919415.30370776,44,19,6,41.93440961089656,-87.65666653280977,"(41.934409610897, -87.65666653281)"
06/02/2015,Completed,06/12/2015,15-02421278,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,7060 N MASON AVE,60646,1136205.00830169,1946482.3562314,41,16,12,42.009319784049936,-87.77420969741986,"(42.00931978405, -87.77420969742)"
06/02/2015,Completed,06/12/2015,15-02433893,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,4501 S WASHTENAW AVE,60632,1159120.61371163,1874710.97787908,15,9,58,41.811931838976115,-87.6918706110892,"(41.811931838976, -87.691870611089)"
06/02/2015,Completed - Dup,06/22/2015,15-02419891,Rodent Baiting/Rat Complaint,,,,,,6430 W 63RD PL,60638,1134639.15891521,1861725.74477794,23,8,64,41.77676438697338,-87.78197495380716,"(41.776764386973, -87.781974953807)"
06/02/2015,Completed,06/23/2015,15-02422029,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",6700 N FRANCISCO AVE,60645,1155789.89342897,1944308.43391358,50,24,2,42.00298084278716,-87.70220939307828,"(42.002980842787, -87.702209393078)"
06/02/2015,Completed,06/12/2015,15-02417748,Rodent Baiting/Rat Complaint,2,0,0,Dispatch Crew,Inspected and baited,3728 N OLEANDER AVE,60634,1125084.44797788,1923777.43688742,38,16,17,41.94720708044574,-87.81563138447046,"(41.947207080446, -87.81563138447)"
06/02/2015,Completed,06/23/2015,15-02433387,Rodent Baiting/Rat Complaint,4,0,0,Dispatch Crew,Inspected and baited,419 N HAMLIN AVE,60624,1150982.66890851,1902524.99581156,27,11,23,41.88841974475969,-87.72099315494073,"(41.88841974476, -87.720993154941)"
06/02/2015,Completed,06/11/2015,15-02425456,Rodent Baiting/Rat Complaint,4,0,4,Dispatch Crew,Inspected and baited,8250 S MAY ST,60620,1170079.81816715,1850422.97146936,21,6,71,41.74505112016068,-87.65237802915122,"(41.745051120161, -87.652378029151)"
06/02/2015,Completed,06/04/2015,15-02415708,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1748 W ROSCOE ST,60657,1163873.18872464,1922613.95139313,47,19,6,41.94328299310999,-87.67308658304569,"(41.94328299311, -87.673086583046)"
06/02/2015,Completed,06/09/2015,15-02417222,Rodent Baiting/Rat Complaint,0,6,2,Dispatch Crew,"Area inspected, no cause and no baiting",7425 S EMERALD AVE,60621,1172584.95399782,1855673.95080371,6,7,68,41.75940570974226,-87.6430444716327,"(41.759405709742, -87.643044471633)"
06/02/2015,Completed,06/09/2015,15-02409492,Rodent Baiting/Rat Complaint,0,10,0,Dispatch Crew,"Area inspected, no cause and no baiting",1300 W 64TH ST,60636,1168756.80988992,1862330.7648007,16,7,67,41.777756295071576,-87.65688262796743,"(41.777756295072, -87.656882627967)"
06/02/2015,Completed,06/12/2015,15-02429979,Rodent Baiting/Rat Complaint,7,4,7,Dispatch Crew,Inspected and baited,7633 S STEWART AVE,60620,1174948.10867678,1854323.03738292,17,6,69,41.7556462790071,-87.63442383255848,"(41.755646279007, -87.634423832558)"
06/02/2015,Completed,06/08/2015,15-02414969,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,4318 N LAWNDALE AVE,60618,1150948.36629253,1928445.97619302,35,17,16,41.95954985816042,-87.72043875066008,"(41.95954985816, -87.72043875066)"
06/02/2015,Completed,06/12/2015,15-02425905,Rodent Baiting/Rat Complaint,5,4,5,Dispatch Crew,Inspected and baited,1940 W 80TH ST,60620,1164709.6345172,1851609.79121271,17,6,71,41.748422860991255,-87.67202184128428,"(41.748422860991, -87.672021841284)"
06/02/2015,Completed,06/12/2015,15-02421474,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,2212 W 51ST ST,60609,1162405.92819161,1870811.8493025,15,9,63,41.80116422831309,-87.67992885560447,"(41.801164228313, -87.679928855604)"
06/02/2015,Completed,06/05/2015,15-02417186,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",4455 N WINCHESTER AVE,60640,1162614.25027711,1929602.05720132,47,19,4,41.9624852267705,-87.67751726207915,"(41.962485226771, -87.677517262079)"
06/02/2015,Completed,06/04/2015,15-02409236,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,4916 W CONCORD PL,60639,1143144.41118839,1910515.76370224,37,25,25,41.91049720304699,-87.74957868284748,"(41.910497203047, -87.749578682847)"
06/02/2015,Completed,06/05/2015,15-02425058,Rodent Baiting/Rat Complaint,3,1,0,Dispatch Crew,Inspected and baited,6236 S MELVINA AVE,60638,1136148.35030313,1862526.97303262,13,8,64,41.77893641967578,-87.77642316820005,"(41.778936419676, -87.7764231682)"
06/02/2015,Completed,06/08/2015,15-02411772,Rodent Baiting/Rat Complaint,0,0,3,Dispatch Crew,"Area inspected, no cause and no baiting",4400 N WINCHESTER AVE,60640,1162625.06767203,1929233.27448628,47,19,4,41.96147304268813,-87.67748786862522,"(41.961473042688, -87.677487868625)"
06/02/2015,Completed,06/02/2015,15-02424793,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,2926 N SEELEY AVE,60618,1162175.4900014,1919426.52997779,32,19,5,41.93457223577734,-87.67941584041436,"(41.934572235777, -87.679415840414)"
06/02/2015,Completed,06/11/2015,15-02418618,Rodent Baiting/Rat Complaint,4,5,4,Dispatch Crew,Inspected and baited,2200 S KIRKLAND AVE,60623,1147693.38960339,1889016.54116816,22,10,29,41.85141470128585,-87.73341936976048,"(41.851414701286, -87.73341936976)"
06/02/2015,Completed,06/09/2015,15-02421764,Rodent Baiting/Rat Complaint,4,3,5,Dispatch Crew,Inspected and baited,3808 S WALLACE ST,60609,1172922.41120781,1879652.44231436,11,9,60,41.82519782918862,-87.64110008678213,"(41.825197829189, -87.641100086782)"
06/02/2015,Completed,06/10/2015,15-02432446,Rodent Baiting/Rat Complaint,0,20,0,Dispatch Crew,"Area inspected, no cause and no baiting",2839 N SPRINGFIELD AVE,60618,1149898.2101256,1918595.82781053,30,25,21,41.9325408197381,-87.72455682142208,"(41.932540819738, -87.724556821422)"
06/02/2015,Completed,06/09/2015,15-02427646,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,2910 S THROOP ST,60608,1169863.71998629,1885457.08003024,11,9,60,41.84119337973373,-87.65215268921833,"(41.841193379734, -87.652152689218)"
06/02/2015,Completed,06/09/2015,15-02417819,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",6132 N WOLCOTT AVE,60660,1162634.02821853,1940674.79261828,40,24,2,41.99286882671886,-87.67713268788164,"(41.992868826719, -87.677132687882)"
06/02/2015,Completed,06/05/2015,15-02426470,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,"Area inspected, no cause and no baiting",8604 S BENNETT AVE,60617,1190348.8215302,1848302.09581041,8,4,45,41.73876708078576,-87.57817834195339,"(41.738767080786, -87.578178341953)"
06/02/2015,Completed,06/09/2015,15-02409665,Rodent Baiting/Rat Complaint,2,2,4,Dispatch Crew,Inspected and baited,6050 W WRIGHTWOOD AVE,60639,1135529.04107933,1916646.99808795,30,25,19,41.92746084794167,-87.77740911636323,"(41.927460847942, -87.777409116363)"
06/02/2015,Completed,06/05/2015,15-02423241,Rodent Baiting/Rat Complaint,1,4,2,Dispatch Crew,Inspected and baited,3529 N WILTON AVE,60657,1169309.43987818,1923631.65262598,44,19,6,41.94595896662653,-87.653076033695,"(41.945958966627, -87.653076033695)"
06/02/2015,Completed,06/11/2015,15-02410238,Rodent Baiting/Rat Complaint,0,,0,Dispatch Crew,Inspected and baited,3553 W 78TH ST,60652,1154083.98966919,1852650.90000457,18,8,70,41.75149734334733,-87.71093064728161,"(41.751497343347, -87.710930647282)"
06/02/2015,Completed,06/12/2015,15-02424476,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,8008 W ADDISON ST,60634,1122006.18028529,1922961.82983419,38,16,17,41.94501941428495,-87.82696425627151,"(41.945019414285, -87.826964256272)"
06/02/2015,Completed,06/11/2015,15-02418382,Rodent Baiting/Rat Complaint,3,0,3,Dispatch Crew,Inspected and baited,2200 S MILLARD AVE,60623,1152378.94581199,1889135.44659525,22,10,30,41.851649878130864,-87.71621899173532,"(41.851649878131, -87.716218991735)"
06/02/2015,Completed,06/11/2015,15-02418391,Rodent Baiting/Rat Complaint,3,3,3,Dispatch Crew,Inspected and baited,2200 S LAWNDALE AVE,60623,1152048.41473228,1889126.89192782,22,10,30,41.85163291498157,-87.71743235775968,"(41.851632914982, -87.71743235776)"
06/02/2015,Completed,06/04/2015,15-02417333,Rodent Baiting/Rat Complaint,13,2,13,Dispatch Crew,Inspected and baited,2534 N BURLING ST,60614,1170845.02352079,1917085.46768558,43,19,7,41.92796238231242,-87.64762425192518,"(41.927962382312, -87.647624251925)"
06/02/2015,Completed,06/02/2015,15-02425433,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,217 E CULLERTON ST,60616,1178033.957107,1890743.14018721,3,1,33,41.85551696906265,-87.62201038100066,"(41.855516969063, -87.622010381001)"
06/02/2015,Completed - Dup,06/03/2015,15-02431256,Rodent Baiting/Rat Complaint,,,,,,1652 W SUPERIOR ST,60622,1165245.70520633,1905078.67847103,1,12,24,41.895135999009504,-87.6685415276964,"(41.89513599901, -87.668541527696)"
06/02/2015,Completed,06/05/2015,15-02431304,Rodent Baiting/Rat Complaint,2,6,2,Dispatch Crew,Inspected and baited,3545 N FREMONT ST,60657,1169636.50992701,1923749.74199456,44,19,6,41.94627587932852,-87.65187039277002,"(41.946275879329, -87.65187039277)"
06/02/2015,Completed,06/09/2015,15-02423985,Rodent Baiting/Rat Complaint,3,8,4,Dispatch Crew,Inspected and baited,1244 W 71ST PL,60636,1169165.32558311,1857365.88987497,6,7,67,41.7641232262232,-87.65552844566992,"(41.764123226223, -87.65552844567)"
06/02/2015,Completed,06/22/2015,15-02416996,Rodent Baiting/Rat Complaint,2,7,3,,,450 W BELDEN AVE,60614,1172839.69168497,1915568.16011585,43,18,7,41.923754818807026,-87.64033971739137,"(41.923754818807, -87.640339717391)"
06/02/2015,Completed,06/11/2015,15-02414687,Rodent Baiting/Rat Complaint,2,7,2,Dispatch Crew,Inspected and baited,4911 S LA CROSSE AVE,60638,1144854.79027913,1871628.86620508,22,8,56,41.80375433635464,-87.74427539489832,"(41.803754336355, -87.744275394898)"
06/02/2015,Completed,06/04/2015,15-02417272,Rodent Baiting/Rat Complaint,3,5,3,Dispatch Crew,Inspected and baited,2745 W PRATT BLVD,60645,1156701.29002664,1945003.10756962,50,24,2,42.004868569606494,-87.69883747118594,"(42.004868569606, -87.698837471186)"
06/02/2015,Completed,06/12/2015,15-02427115,Rodent Baiting/Rat Complaint,4,2,6,Dispatch Crew,Inspected and baited,2542 W PENSACOLA AVE,60618,1158451.23001103,1928801.40330216,47,19,5,41.96037460086951,-87.69284507245305,"(41.96037460087, -87.692845072453)"
06/02/2015,Completed,06/25/2015,15-02416689,Rodent Baiting/Rat Complaint,1,7,2,Dispatch Crew,Inspected and baited,2954 N ELSTON AVE,60618,1158786.56997482,1919542.20002598,33,14,21,41.93495989741091,-87.69186696668395,"(41.934959897411, -87.691866966684)"
06/02/2015,Completed,06/05/2015,15-02426732,Rodent Baiting/Rat Complaint,4,5,6,Dispatch Crew,Inspected and baited,4430 N MALDEN ST,60640,1166744.25916968,1929519.12829459,46,19,3,41.962169923400104,-87.6623352795491,"(41.9621699234, -87.662335279549)"
06/02/2015,Completed,06/11/2015,15-02422651,Rodent Baiting/Rat Complaint,3,7,4,Dispatch Crew,Inspected and baited,6518 S MAPLEWOOD AVE,60629,1160494.46531883,1861346.90066604,17,8,66,41.77523079108384,-87.68719976564472,"(41.775230791084, -87.687199765645)"
06/02/2015,Completed,06/17/2015,15-02418570,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",2200 S SPRINGFIELD AVE,60623,1150727.49497214,1889098.76989841,22,10,29,41.85158164056213,-87.72228123668128,"(41.851581640562, -87.722281236681)"
06/02/2015,Completed,06/16/2015,15-02432646,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,6112 N SACRAMENTO AVE,60659,1155242.46352952,1940485.45011385,50,24,2,41.99250146359047,-87.70432667794246,"(41.99250146359, -87.704326677942)"
06/02/2015,Completed,06/12/2015,15-02421015,Rodent Baiting/Rat Complaint,2,2,5,Dispatch Crew,Inspected and baited,2547 W AUGUSTA BLVD,60622,1159237.51357182,1906565.98907416,26,12,24,41.89934293155377,-87.69056714748467,"(41.899342931554, -87.690567147485)"
06/02/2015,Completed,06/04/2015,15-02416721,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,3808 N PINE GROVE AVE,60613,1170713.57078693,1925749.39482018,46,19,6,41.95173943254686,-87.64785270918846,"(41.951739432547, -87.647852709188)"
06/02/2015,Completed,06/09/2015,15-02428164,Rodent Baiting/Rat Complaint,8,3,2,Dispatch Crew,Inspected and baited,627 W 46TH ST,60609,1172786.8901289,1874390.82608258,11,9,61,41.810762448344676,-87.64175263757177,"(41.810762448345, -87.641752637572)"
06/02/2015,Completed,06/10/2015,15-02425241,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,1839 N HOWE ST,60614,1171660.89988787,1912273.90301767,43,18,7,41.914741277158754,-87.64476820267086,"(41.914741277159, -87.644768202671)"
06/02/2015,Completed,06/11/2015,15-02418608,Rodent Baiting/Rat Complaint,,4,4,Dispatch Crew,Inspected and baited,2200 S KILDARE AVE,60623,1148286.4145193,1889034.48169396,22,10,29,41.8514525429086,-87.73124234400079,"(41.851452542909, -87.731242344001)"
